country_code;customs_code;location_code;description
AR;084;14002;ACON TIMBER SAU
AR;084;41100;CENTRO UNIFICADO SANTO TOME
AR;084;43PN1;PASO PUERTO GARRUCHOS-GARRUCHOS
AR;084;73001;CAMMESA MEDICION RINCON GARABI
AR;085;42001;ZPA ADUANA VILLA REGINA
AR;086;43001;PASO PANAMBI-VERACRUZ
AR;086;43002;PASO ALBA POSSE-PORTO MAUA
AR;086;43003;PASO EL SOBERBIO-PORTO SOBERBO
AR;086;43GN1;PASO BARRA BONITA-M BIGUA
AR;086;43GN2;PASO AURORA-PRATOS
AR;086;43GN3;PASO ALICIA-SAN ANTONIO
AR;087;40001;PASO RIO JEINIMENI
AR;087;40GN1;PASO INGENIERO PALLAVICINI
AR;087;60001;MUELLE CALETA PAULA
AR;088;11002;POLO LOGISTICO GRAL DEHEZA
AR;088;11003;TERRAMAR LOGISTICA SRL
AR;088;12026;BARBUY-BPB SA-DOWEL
AR;088;12044;BPB MEDITERRANEA SA
AR;088;12045;BPB SA -PEER BEARIN
AR;088;83008;AEROPUERTO INTERNACIONALAS
AR;089;42001;ZPA LA BANDA
AR;089;95002;AP S DEL ESTERO REMOVIDOS
AR;090;42003;ZONA PRIMARIA GENERAL PICO
AR;093;12004;VMC REFRIG D FISCAL
AR;093;14002;CAMARA DE COMERCIO EXTERIOR DEL CEN
AR;093;42RAF;ZONA PRIMARIA RAFAELA
AR;094;11005;CELIMEX SA
AR;094;12CMA;CORVEN MOTORS ARG SA
AR;094;14COR;CORVEN SA
AR;094;14GEV;GEVECO SA
AR;094;14MED;IMPORTADORA MEDITERRANEA SA
AR;094;14MIN;MINARELLI SA
AR;094;14MOT;CORVEN MOTORS ARGENTINA SA
AR;094;14ZAN;ZANELLA HINOS Y CIA SA
AR;253;20002;ZONA FRANCA RIO GALLEGOS
AR;253;88003;RIOCAL ZONAS FRANCAS SA
AR;253;8800C;LAR SAS MAYORISTA
AR;253;8800E;ROFER WINDS SA MAYORISTA
AR;253;8800F;LONDON SUPPLY SA MAYORISTA
AR;253;885MA;PATAGONIA SHOPS SA
AR;253;887MA;MULTIGROUP SA
AR;253;888MA;RGL TRADING SA
AR;253;889MA;MEF PATAGONIA SAS
AR;253;88AMA;VERTEX COMPUTERS SA
AR;253;88AMI;VERTEX COMPUTERS SA
AR;253;88BMA;INTERNACIONAL BUSINESS SA
AR;253;88CMA;COM LOG SA
AR;253;88DMA;FRAXTOM SA
AR;253;88EMA;ATLANT SAS
AR;253;88FMA;PATAGONIA NATURAL SA
AR;253;88GMA;PROALSASRL
AR;253;88GMI;AS AUTOMOTORES SA - ZF MINORISTA
AR;253;88HMA;EDGAR RUBEN RUSSO
AR;253;88HMI;LAR SAS
AR;253;88IMA;BRANDT SAS
AR;253;88JMA;DITECAR SA
AR;253;88JMI;MEF PATAGONIA SAS
AR;253;88KMA;SUENO FUEGUINO SA
AR;253;88KMI;MULTIGROUP SA ILUM LED-DOMOTICA
AR;253;88LMA;AS AUTOMOTORES SA - ZF MAYORISTA
AR;253;88LMI;PATAGONIA NATURAL SRL
AR;253;88MMI;ROFER WINDS SA
AR;258;20GPI;ZPCA ZF GRAL PICO
AR;258;88002;RED IMPACT SA
AR;258;88003;DIAPIN SA
AR;258;88006;ITALMAX SA
AR;258;88009;GEOMIEL SA
AR;258;8800A;MERZ ARGENTINA SA
AR;258;8800D;CARTIPAM SA
AR;258;8800F;TAPAMAR SA
AR;258;8800H;FEMAT AGRUP DE COLABORACION EMP
AR;258;8800I;AGROFUM SA
AR;258;8800J;ASOCIACION DE COOP ARGENTINAS COOP
AR;258;8800N;PAMPA DIFUSORA SRL
AR;258;8800S;SNOW TECH ARENTINA SA
AR;258;8800T;NEUMATICOS DEL SUR SA
AR;258;8800U;AISPLAC SRL
AR;258;8800W;DTA SA EN FORMACION
AR;258;8800X;NUBITY SRL
AR;258;8800Y;FRONTERA 1 SA
AR;258;88011;SERVICIOS Y TEC AEROPORTUARIA SA
AR;258;88012;ALAV SRL
AR;258;88014;STADIUM NIU SAS
AR;258;88015;SOUTHTECH SA
AR;258;88016;EMENER SRL
AR;258;88018;CASIRAGHI HNOS SA
AR;258;8801A;TECRO INGENIERIA SA
AR;258;8801C;KOMPASS SRL
AR;258;8801D;COOPERATIVA GENERAL DE ELECTRICIDAD
AR;258;88027;PRODUCTOS PAMPEANOS SA
AR;266;20002;ZPCA ZFBBCR
AR;266;8800B;ZF BS AS SUR SA
AR;266;88BUI;BUILDING TIME SA
AR;267;20002;ZPCA C DEL URUGUAY
AR;267;88002;USUD INTERNATIONAL STAR SA
AR;268;20002;ZONA FRANCA VILLA CONSTITUCION
AR;268;88002;PTP WARRANT SA
AR;268;88003;EXPORTDENIV INTERNACIONAL SA
AR;269;20002;SUB ZONA FRANCA PUERTO GALVA
AR;269;88002;ZONA FRANCA BUENOS AIRES SUR SA
AR;274;20PER;ZONA FRANCA PERICO
AR;274;88002;AB CONSTRUCCIONES SA
AR;274;88007;SAPEM
AR;275;20ZAP;ZONA FRANCA ZAPALA
